央 视 频,#genre#
湖南卫视HD,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000001000009115&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=#http://59.56.75.93/live.aishang.ctlcdn.com/00000110240130_1/playlist.m3u8?CONTENTID=00000110240130_1#http://101.71.255.229:6610/zjhs/2/10024/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://gslbserv.itv.cmvideo.cn/HDhnws.m3u8?authCode=097109633937270331&stbId=10000&Contentid=6837496099179515295&mos=jbjhhzstsl&livemode=1&channel-id=wasusyt#http://iptv.pdsu.edu.cn/hls/hunanhd.m3u8
黑龙江卫视HD,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000001000009082&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=#http://59.56.75.93/live.aishang.ctlcdn.com/00000110240131_1/playlist.m3u8?CONTENTID=00000110240131_1#http://101.71.255.229:6610/zjhs/2/10020/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://gslbserv.itv.cmvideo.cn:80/000000001000/8467838254824392379/1.m3u8?channel-id=ystenlive&Contentid=8467838254824392379&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=8467838254824392379&owchid=ystenlive&owsid=7951969344461634763#http://gslbserv.itv.cmvideo.cn/hljws.m3u8?authCode=097109633937270331&stbId=10000&Contentid=9057930323360434903&mos=jbjhhzstsl&livemode=1&channel-id=wasusyt
辽宁卫视HD,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=7638375013635582245&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=#http://101.71.255.229:6610/zjhs/2/10098/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://59.56.75.93/live.aishang.ctlcdn.com/00000110240255_1/playlist.m3u8?CONTENTID=00000110240255_1#http://gslbserv.itv.cmvideo.cn/lnws.m3u8?authCode=097109633937270331&stbId=10000&Contentid=5295474231391856291&mos=jbjhhzstsl&livemode=1&channel-id=wasusyt
河北卫视HD,http://101.71.255.229:6610/zjhs/2/10017/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://59.56.75.93/live.aishang.ctlcdn.com/00000110240317_1/playlist.m3u8?CONTENTID=00000110240317_1#http://iptv.pdsu.edu.cn/hls/hebhd.m3u8
山东卫视HD,http://101.71.255.229:6610/zjhs/2/10040/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://59.56.75.93/live.aishang.ctlcdn.com/00000110240254_1/playlist.m3u8?CONTENTID=00000110240254_1
四川卫视HD,http://125.210.152.18:9090/live/SCWSHD_H265.m3u8?uidgemini=z1J6SSaoVQNY9lEOPH==#http://118.123.60.8:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=088&Provider_id=&Pcontent_id=index.m3u8#http://101.71.255.229:6610/zjhs/2/10099/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
重庆卫视HD,http://gslbserv.itv.cmvideo.cn/cqws.m3u8?authCode=097109633937270331&stbId=10000&Contentid=8403513971272460267&mos=jbjhhzstsl&livemode=1&channel-id=wasusyt#http://iptv.pdsu.edu.cn/hls/cqhd.m3u8
江西卫视HD,http://live1.nty.tv189.com/live/tm-jiangxitv-4000k.m3u8#http://101.71.255.229:6610/zjhs/2/10029/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://gslbserv.itv.cmvideo.cn:80/000000001000/5616078396620462481/1.m3u8?channel-id=ystenlive&Contentid=5616078396620462481&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=5616078396620462481&owchid=ystenlive&owsid=7951969344462021624
贵州卫视HD,http://59.56.75.93/live.aishang.ctlcdn.com/00000110240318_1/playlist.m3u8?CONTENTID=00000110240318_1#http://101.71.255.229:6610/zjhs/2/10015/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
吉林卫视HD,http://122.97.211.137:8106/JSBC_iptv/C10000170@JSBC#http://125.210.152.18:9090/live/JLWSHD_H265.m3u8?uidgemini=z1J6SSaoVQNY9lEOPH==#http://101.71.255.229:6610/zjhs/2/10096/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://61.189.255.139/live.aishang.ctlcdn.com/00000110240046_1/encoder/0/playlist.m3u8
东南卫视HD,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000002000009263&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=#http://101.71.255.229:6610/zjhs/2/10093/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://59.49.111.213/live.aishang.ctlcdn.com/00000110240246_1/playlist.m3u8?CONTENTID=00000110240246_1
河南卫视HD,http://122.97.211.137:8106/JSBC_iptv/C10000185@JSBC#http://live1.nty.tv189.com/live/tm-henantv-4000k.m3u8#http://101.71.255.229:6610/zjhs/2/10095/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
重庆卫视HD,http://101.89.132.136/ive/tm-chongqingtv-4000k.m3u8#http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=012&Provider_id=&Pcontent_id=index.m3u8#http://xiaojie.idc.inpro.xyz/catv/gzcatv.php?vid=CQWSHD#http://101.71.255.229:6610/zjhs/2/10102/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
广西卫视HD,http://122.97.211.137:8106/JSBC_iptv/C10000198@JSBC#http://itv.ahcme.edu.cn/hls/gxhd.m3u8
海南卫视HD,http://122.97.211.137:8106/JSBC_iptv/C10000200@JSBC#http://itv.ahau.edu.cn/hls/lyhd.m3u8#http://hnhbxww.com/live.php?http://mlive1.91kds.cn/b9/hitv.m3u8?id=lywshd
青海卫视HD,http://live.geermurm.com/qhws/sd/live.m3u8#http://live.geermurm.com/ggpd/sd/live.m3u8
云南卫视,http://cdn.chances.com.cn/channels/yntv/ynws/m3u8:sd/
亚旅卫视,http://hls.jingchangkan.tv/jingchangkan/156722738_K0V4/index.m3u8
海峡卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226128/10000100000000060000000002434539_0.smil#http://player.ioioz.com/18/tv.php?tv=fjtv&id=hxws#http://player.200877926.top/17/fj/fjtvm3u8.php?id=3
福建新闻,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226116/10000100000000060000000002358068_0.smil
CNC新闻,http://livecdn1.news.cn/cnccn/manifest.m3u8
浙江卫视,http://yf.m.l.cztv.com/channels/lantian/channel01/1080p.m3u8?
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江钱江,http://yf.m.l.cztv.com/channels/lantian/channel02/1080p.m3u8?
浙江生活,http://yf.m.l.cztv.com/channels/lantian/channel03/1080p.m3u8?
浙江教育科技,http://yf.m.l.cztv.com/channels/lantian/channel04/1080p.m3u8?
浙江影视娱乐,http://yf.m.l.cztv.com/channels/lantian/channel05/1080p.m3u8?
浙江民生休闲,http://yf.m.l.cztv.com/channels/lantian/channel06/1080p.m3u8?
浙江公共新闻,http://yf.m.l.cztv.com/channels/lantian/channel07/1080p.m3u8?
浙江少儿,http://yf.m.l.cztv.com/channels/lantian/channel08/1080p.m3u8?
浙江留学世界,http://yf.m.l.cztv.com/channels/lantian/channel09/1080p.m3u8?
浙江国际,http://yf.m.l.cztv.com/channels/lantian/channel10/1080p.m3u8?
浙江好易购,http://yf.m.l.cztv.com/channels/lantian/channel11/1080p.m3u8?
浙江数码时代,http://yf.m.l.cztv.com/channels/lantian/channel12/1080p.m3u8?
寻星网电影,http://59.56.75.93/live.aishang.ctlcdn.com/00000110240279_1/encoder/0/playlist.m3u8?CONTENTID=00000110240279_1
CHC家庭影院,http://59.56.75.93/live.aishang.ctlcdn.com/00000110240323_1/encoder/0/playlist.m3u8?CONTENTID=00000110240323_1
CHC动作电影,http://59.56.75.93/live.aishang.ctlcdn.com/00000110240324_1/encoder/0/playlist.m3u8?CONTENTID=00000110240324_1
CHC高清电影,http://27.159.73.25/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1&AUTHINFO=FABqh274XDn8fkurD5614v2BzNhTIoOeUWnqmDW19Pf12%2BIsQjk8JElp%2FCPKjjCXXaSdwYK%2BdePzag2MGUw%2FdE8ZRItRJMEe3Qlo0xingHeA3xUw35%2BFqurLidRk%2BZHQZ5Ti53Jkdog%2BQEIiSMiQqnSM9D%2FTuZbrVNcqM1nFFl65urnTyIsubV%2BPomY5VTaqY1ga2gKlBz6ZS2oFVirixw%3D%3D&USERTOKEN=4xJOexr%2B82GVw38ejcjRmeB0O2BhR0KR
电影,http://101.71.255.229:6610/zjhs/2/10037/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
电影,http://101.71.255.229:6610/zjhs/2/10052/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
动漫,http://101.71.255.229:6610/zjhs/2/10043/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱奇谈,http://101.71.255.229:6610/zjhs/2/10103/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱悬疑,http://101.71.255.229:6610/zjhs/2/10104/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱喜剧,http://101.71.255.229:6610/zjhs/2/10105/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱经典,http://101.71.255.229:6610/zjhs/2/10106/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱动漫,http://101.71.255.229:6610/zjhs/2/10107/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱美食,http://101.71.255.229:6610/zjhs/2/10108/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱解密,http://101.71.255.229:6610/zjhs/2/10109/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱电竞,http://101.71.255.229:6610/zjhs/2/10110/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱都市,http://101.71.255.229:6610/zjhs/2/10111/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱幼教,http://101.71.255.229:6610/zjhs/2/10112/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱科幻,http://101.71.255.229:6610/zjhs/2/10113/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱江湖,http://101.71.255.229:6610/zjhs/2/10114/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱浪漫,http://101.71.255.229:6610/zjhs/2/10115/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱院线,http://101.71.255.229:6610/zjhs/2/10116/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱玩具,http://101.71.255.229:6610/zjhs/2/10117/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱时尚,http://101.71.255.229:6610/zjhs/2/10118/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱军武,http://101.71.255.229:6610/zjhs/2/10119/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱历史,http://101.71.255.229:6610/zjhs/2/10120/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱历史,http://101.71.255.229:6610/zjhs/2/10121/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
长沙政法频道FHD,http://124.232.231.246:6610/000000001001/201500000229/index.m3u8?&version=v1.0&IASHttpSessionId=SLB2046220190906022827233263&AuthInfo=&m3u8_level=2&terminal_flag=0&ispcode=8
测试凤凰中文FHD,http://124.232.231.246:6610/000000001001/201500000230/index.m3u8?&version=v1.0&IASHttpSessionId=SLB2046220190906022827233263&AuthInfo=&m3u8_level=2&terminal_flag=0&ispcode=8
测试凤凰资讯FHD,http://124.232.231.246:6610/000000001001/201500000231/index.m3u8?&version=v1.0&IASHttpSessionId=SLB2046220190906022827233263&AuthInfo=&m3u8_level=2&terminal_flag=0&ispcode=8
长沙新闻FHD,http://124.232.231.246:6610/000000001001/201500000232/index.m3u8?&version=v1.0&IASHttpSessionId=SLB2046220190906022827233263&AuthInfo=&m3u8_level=2&terminal_flag=0&ispcode=8
湖南卫视FHD,http://124.232.231.246:6610/000000001001/201500000233/index.m3u8?&version=v1.0&IASHttpSessionId=SLB2046220190906022827233263&AuthInfo=&m3u8_level=2&terminal_flag=0&ispcode=8
湖南经视FHD,http://124.232.231.246:6610/000000001001/201500000234/index.m3u8?&version=v1.0&IASHttpSessionId=SLB2046220190906022827233263&AuthInfo=&m3u8_level=2&terminal_flag=0&ispcode=8
湖南都市FHD,http://124.232.231.246:6610/000000001001/201500000235/index.m3u8?&version=v1.0&IASHttpSessionId=SLB2046220190906022827233263&AuthInfo=&m3u8_level=2&terminal_flag=0&ispcode=8
湖南电视剧FHD,http://124.232.231.246:6610/000000001001/201500000236/index.m3u8?&version=v1.0&IASHttpSessionId=SLB2046220190906022827233263&AuthInfo=&m3u8_level=2&terminal_flag=0&ispcode=8
湖南电影FHD,http://124.232.231.246:6610/000000001001/201500000237/index.m3u8?&version=v1.0&IASHttpSessionId=SLB2046220190906022827233263&AuthInfo=&m3u8_level=2&terminal_flag=0&ispcode=8
金鹰卡通FHD,http://124.232.231.246:6610/000000001001/201500000238/index.m3u8?&version=v1.0&IASHttpSessionId=SLB2046220190906022827233263&AuthInfo=&m3u8_level=2&terminal_flag=0&ispcode=8
湖南娱乐FHD,http://124.232.231.246:6610/000000001001/201500000239/index.m3u8?&version=v1.0&IASHttpSessionId=SLB2046220190906022827233263&AuthInfo=&m3u8_level=2&terminal_flag=0&ispcode=8
金鹰纪实FHD,http://124.232.231.246:6610/000000001001/201500000240/index.m3u8?&version=v1.0&IASHttpSessionId=SLB2046220190906022827233263&AuthInfo=&m3u8_level=2&terminal_flag=0&ispcode=8
湖南公共FHD,http://124.232.231.246:6610/000000001001/201500000241/index.m3u8?&version=v1.0&IASHttpSessionId=SLB2046220190906022827233263&AuthInfo=&m3u8_level=2&terminal_flag=0&ispcode=8
湖南国际FHD,http://124.232.231.246:6610/000000001001/201500000242/index.m3u8?&version=v1.0&IASHttpSessionId=SLB2046220190906022827233263&AuthInfo=&m3u8_level=2&terminal_flag=0&ispcode=8
高清HD大众影视,http://itv.ahau.edu.cn/hls/hls75a27.m3u8#http://itv.ahau.edu.cn/hls/hls164.m3u8
高清HD家庭剧场,http://itv.ahau.edu.cn/hls/hls75a28.m3u8#http://itv.ahau.edu.cn/hls/hls165.m3u8
高清HD家庭影院,http://itv.ahau.edu.cn/hls/hls75a29.m3u8#http://itv.ahau.edu.cn/hls/hls166.m3u8
高清HD卡通剧场,http://itv.ahau.edu.cn/hls/hls77a30.m3u8#http://itv.ahau.edu.cn/hls/hls167.m3u8
爱映画高清,http://itv.ahau.edu.cn/hls/hls78a46.m3u8
晴天动画馆高清,http://itv.ahau.edu.cn/hls/hls78a47.m3u8
时光剧场高清,http://itv.ahau.edu.cn/hls/hls78a48.m3u8
熊猫频道高清,http://itv.ahau.edu.cn/hls/hls148.m3u8
足球频道高清,http://itv.ahau.edu.cn/hls/zqhd.m3u8
北京新闻HD,http://itv.ahau.edu.cn/hls/btv9hd.m3u8#http://live1.nty.tv189.com/tatXEtaVsiEXCVECisdXih6VynCEI6yt/tm-btv9-4000k.m3u8
北京文艺HD,http://itv.ahau.edu.cn/hls/btv2hd.m3u8#http://live1.nty.tv189.com/QG77UEC79pI79LHGUIG77VGEE19jGjp0/tm-btv2hd-4000k.m3u8
北京影视HD,http://itv.ahau.edu.cn/hls/btv4hd.m3u8#http://live1.nty.tv189.com//Yk7pkG7K2BjAHkG7p1cQ1ccj7KYkQDkK/tm-btv4-4000k.m3u8
北京体育HD,http://live1.nty.tv189.com//CyBA3yAIYb3vBLZBZLYILY3YBbICPBCC/tm-btv6hd-4000k.m3u8
北京纪实HD,http://itv.ahau.edu.cn/hls/hls69a25.m3u8#http://live1.nty.tv189.com/J9oAYCHg9DAwC73w98vwY099YwvC90J3/tm-btvjishihd-4000k.m3u8
华诚影视,http://live1.nty.tv189.com/0dzzfwuJJ9Twa9fiLu49iOzSTJwdjjSw/tm-cridyty-800k.m3u8
上海新闻综合HD,http://livemixer.kksmg.com/tvlive/xwzh/dc1e254c-318b-43bb-9833-92b741f73ea1.m3u8#http://124.75.27.195:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=018&Provider_id=&Pcontent_id=index.m3u8#http://112.29.151.141/azure-live.bestvcdn.com.cn/live/program/live/xwzhhd/4000000/mnf.m3u8#http://nas.330421.cn:8000/iptv/kankan/?id=xwzh#http://hw-stream.kksmg.com/live/stv5ed4462f.m3u8#http://keonline.shanghai.liveplay.qq.com/live/program/live/xwzhhd/4000000/mnf.m3u8
上海东方影视HD,http://124.75.27.195:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=001&Provider_id=&Pcontent_id=index.m3u8#http://101.75.248.85/cache.ott.bestlive.itv.cmvideo.cn:80/000000001000/6607701200248700905/index.m3u8?channel-id=bestzb&Contentid=6607701200248700905&livemode=1&stbId=004003FF0094027042008422F156061C&userToken=22da83031e59d012e61af366ad30871e02vv&usergroup=g02020000000&version=1.0&owaccmark=6607701200248700905&owchid=bestzb&owsid=4493204831455274398&AuthInfo=7UGIk2q1hrDCKxYL3fmgcUMujYyrcmk%2b90dFrFoQ737%2bEsbxRI1AGkVUaNThSMz%2fR3N1gpgi9MYNPtZUB%2bnrLNQm%2bBDKFw%2bhP9a54SP1VLuTgXyPI374zTD7XQIishC9
上海都市HD,http://livemixer.kksmg.com/tvlive/dspd/9ad9345c-d897-4dc4-8afd-8b53f5b35fa2.m3u8#http://124.75.27.195:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=006&Provider_id=&Pcontent_id=index.m3u8#http://183.207.255.190:80/live/program/live/ylpdhd/4000000/mnf.m3u8
上海纪实人文HD,http://124.75.27.3:8114/Fsv_otype=1&FvSeid=&Fsv_filetype=1&Fsv_ctype=lives&Fsv_chan_hls_se_idx=69&Provider_id=&Pcontent_id=#http://livemixer.kksmg.com/tvlive/jspd/f5b4d93c-b453-44f2-b11d-f087c52343b3.m3u8#http://183.207.255.190:80/live/program/live/jspdhd/4000000/mnf.m3u8
上海外语HD,http://112.29.151.141/azure-live.bestvcdn.com.cn/live/program/live/wypdhd/4000000/mnf.m3u8#http://keonline.shanghai.liveplay.qq.com/live/program/live/wypdhd/4000000/mnf.m3u8
上海教育台,http://live.setv.sh.cn/slive/shedu02_1200k.m3u8?app=114040210343&videotype=1&uid=1
第一财经,http://124.75.27.3:8114/Fsv_otype=1&FvSeid=&Fsv_filetype=1&Fsv_ctype=lives&Fsv_chan_hls_se_idx=35&Provider_id=&Pcontent_id=
广州综合HD,http://aplay.gztv.com/sec/zhonghe.m3u8#http://player.200877926.top/17/gd/gztvm3u8.php?id=gzzh
广州新闻HD,http://aplay.gztv.com/sec/xinwen.m3u8
广州经济HD,http://aplay.gztv.com/sec/jingji.m3u8
广州竞赛HD,http://aplay.gztv.com/sec/jingsai.m3u8
广州影视HD,http://aplay.gztv.com/sec/yingshi.m3u8
广州少儿HD,http://aplay.gztv.com/sec/shaoer.m3u8
广州生活HD,http://aplay.gztv.com/sec/shenghuo.m3u8
广东珠江,http://39.135.40.71:18890/000000001000/1000000004000011655/1.m3u8?
惠州1,http://ikands.vip/gdhz?id=1
惠州2,http://ikands.vip/gdhz?id=2
龙泉,http://live.newslqy.com:80/live/xwpd.m3u8
厦门一套,http://cctvdnh5ca.v.dwion.com/cstv/xiamen1_2_hd.m3u8
厦门二套,http://cctvdnh5ca.v.dwion.com/cstv/xiamen2_2_hd.m3u8
厦门三套,http://cctvdnh5ca.v.dwion.com/cstv/xiamen3_2_hd.m3u8
厦门四套,http://cctvdnh5ca.v.dwion.com/cstv/xiamen4_2_hd.m3u8
阳江-1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/playlist.m3u8
阳江-2,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/playlist.m3u8
兰州新闻综合,http://player.ioioz.com/17/0/hogem3u8.php?tv=lanzhou&id=1
兰州经济生活,http://player.ioioz.com/17/0/hogem3u8.php?tv=lanzhou&id=2
兰州公共,http://player.ioioz.com/17/0/hogem3u8.php?tv=lanzhou&id=4
兰州综艺体育,http://player.ioioz.com/17/0/hogem3u8.php?tv=lanzhou&id=3
无锡新闻综合,http://live-wx.wifiwx.com/wxtv1/sd/live.m3u8
无锡都市资讯,http://live-wx.wifiwx.com/wxtv3/sd/live.m3u8
都市剧场,http://keonline.shanghai.liveplay.qq.com/live/program/live/dsjchd/4000000/mnf.m3u8#http://112.29.151.141/azure-live.bestvcdn.com.cn/live/program/live/dsjchd/4000000/mnf.m3u8
欢笑剧场,http://124.75.27.3:8114/Fsv_otype=1&FvSeid=&Fsv_filetype=1&Fsv_ctype=lives&Fsv_chan_hls_se_idx=41&Provider_id=&Pcontent_id=#http://115.223.3.159/CDN-out.iqy.sc96655.com/tslive/c211_scc_20190618_zfhmkt12_original_r10/c211_scc_20190618_zfhmkt12_original_r10.m3u8&#http://112.29.151.141/azure-live.bestvcdn.com.cn/live/program/live/hxjchd/4000000/mnf.m3u8
魅力音乐,http://124.75.27.3:8114/Fsv_otype=1&FvSeid=&Fsv_filetype=1&Fsv_ctype=lives&Fsv_chan_hls_se_idx=45&Provider_id=&Pcontent_id=#http://112.29.151.141/azure-live.bestvcdn.com.cn/live/program/live/mlyyhd/4000000/mnf.m3u8
全纪实,http://124.75.27.3:8114/Fsv_otype=1&FvSeid=&Fsv_filetype=1&Fsv_ctype=lives&Fsv_chan_hls_se_idx=49&Provider_id=&Pcontent_id=
新视觉,http://60.255.149.251/tslive/c213_scc_20190618_ccee1od1_original_r10/c213_scc_20190618_ccee1od1_original_r10.m3u8#http://125.210.152.18:9090/live/XSJHD_H265.m3u8?uidgemini=z1J6SSaoVQNY9lEOPH==#http://183.207.255.190:80/live/program/live/xsjhd/4000000/mnf.m3u8
广东体育,http://ml.fzszyx.com/tvshow.php?id=165_3 #https://116.77.72.195/streams/d/gdty/playlist.m3u8
广东综艺4K,http://nclive.grtn.cn/4K/sd/live.m3u8
广东珠江,http://nclive.grtn.cn/zjpd/sd/live.m3u8
快乐垂钓HD,http://zszb.xyz/sctv.php?uid=4000&id=klcdhd
劲爆体育HD,http://keonline.shanghai.liveplay.qq.com/live/program/live/jbtyhd/4000000/mnf.m3u8#http://by4.nty.tv189.cn/live/tm-jbsporthd-4000k.m3u8
五星体育HD,http://112.29.151.141/azure-live.bestvcdn.com.cnlive/program/live/ssty/4000000/mnf.m3u8
新视觉HD,http://keonline.shanghai.liveplay.qq.com/live/program/live/xsjhd/4000000/mnf.m3u8
哈哈炫动HD,http://112.29.151.141/azure-live.bestvcdn.com.cnlive/program/live/hhxdhd/4000000/mnf.m3u8
峨眉电影,http://115.223.3.159/CDN-out.iqy.sc96655.com/tslive/c212_scc_20190618_5nvsifwn_original_r10/c212_scc_20190618_5nvsifwn_original_r10.m3u8&
CDTV1,http://60.255.149.251/tslive/c211_scc_20190617_t0x01q5a_original_r10/cdtv1_4000.m3u8&
CDTV2,http://60.255.149.251/tslive/c211_scc_20190617_t0x01q5a_original_r10/cdtv2_4000.m3u8&
CDTV3,http://60.255.149.251/tslive/c211_scc_20190617_t0x01q5a_original_r10/cdtv3_4000.m3u8&
CDTV4,http://60.255.149.251/tslive/c211_scc_20190617_t0x01q5a_original_r10/cdtv4_4000.m3u8&
CDTV5,http://60.255.149.251/tslive/c211_scc_20190617_t0x01q5a_original_r10/cdtv5_4000.m3u8&
四川文化旅游,http://60.255.149.251/tslive/c211_scc_20190617_ubvkckj4_original_r10/c211_scc_20190617_ubvkckj4_original_r10.m3u8&
四川经济,http://60.255.149.251/tslive/c212_scc_20190617_ry4zkwol_original_r10/c212_scc_20190617_ry4zkwol_original_r10.m3u8&
四川新闻资讯,http://60.255.149.251/tslive/c211_scc_20190618_o4cr4fzk_original_r10/c211_scc_20190618_o4cr4fzk_original_r10.m3u8&
四川影视文化,http://60.255.149.251/tslive/c212_scc_20190618_eqfvkj53_original_r10/c212_scc_20190618_eqfvkj53_original_r10.m3u8&
四川妇女儿童,http://60.255.149.251/tslive/c213_scc_20190618_giaorvjb_original_r10/c213_scc_20190618_giaorvjb_original_r10.m3u8&
四川公共,http://60.255.149.251/tslive/c214_scc_20190618_zg1qrd4w_original_r10/c214_scc_20190618_zg1qrd4w_original_r10.m3u8&
重庆新闻高清,http://219.153.252.50/PLTV/88888888/224/3221225531/chunklist.m3u8
求索记录HD,http://125.210.152.18:9090/live/QSJLHD_H265.m3u8?uidgemini=z1J6SSaoVQNY9lEOPH==
求索生活HD,http://125.210.152.12:8060/live/QSSH_1200.m3u8?uidgemini=z1J6SSaoVQNY9lEOPH==
求索动物HD,http://125.210.152.12:8060/live/QSDW_1200.m3u8?uidgemini=z1J6SSaoVQNY9lEOPH==
求索科学HD,http://125.210.152.12:8060/live/QSKX_1200.m3u8?uidgemini=z1J6SSaoVQNY9lEOPH==
亚洲影院HD,http://101.71.255.229:6610/zjhs/2/10052/z.m3u8?ZTEUPSTREAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10052&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=C3V7K4ET1VFDUJY6C1IASRV55G66&ts=1553493153
欧美影院HD,http://101.71.255.229:6610/zjhs/2/10037/z.m3u8?ZTEUPSTREAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10037&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=Q894B3E8EEZ3T19UG09L8B03GSWB&ts=1553493266
精品剧场HD,http://125.210.152.12:8060/live/JPJC_1200.m3u8?uidgemini=z1J6SSaoVQNY9lEOPH==
亚洲影院,http://gslbserv.itv.cmvideo.cn/yzyy.m3u8?authCode=097109633937270331&stbId=10000&Contentid=5841816227539527643&mos=jbjhhzstsl&livemode=1&channel-id=wasusyt
欧美影院,http://gslbserv.itv.cmvideo.cn/omyy.m3u8?authCode=097109633937270331&stbId=10000&Contentid=7185203501769528108&mos=jbjhhzstsl&livemode=1&channel-id=wasusyt
黑莓电影,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=8785669936177902664&livemode=1&stbId=00
金牌综艺HD,http://gslbserv.itv.cmvideo.cn:80/000000001000/6399725674632152632/1.m3u8?channel-id=ystenlive&Contentid=6399725674632152632&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=6399725674632152632&owchid=ystenlive&owsid=7951969344461811424
精品大剧HD,http://gslbserv.itv.cmvideo.cn:80/000000001000/7882297361445410858/1.m3u8?channel-id=ystenlive&Contentid=7882297361445410858&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=7882297361445410858&owchid=ystenlive&owsid=7951969344461789021
